date,day,month,year,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2014-05-15,15,5,2014,400000.0,3.0,1.0,1630.0,10304.0,1.0,0,0,5,7,1630.0,0,61.0,0,98155,47.7548,-122.31700000000001,1480.0,8515.0
2014-07-23,23,7,2014,344000.0,2.0,1.0,1060.0,3325.0,1.5,0,0,4,6,770.0,290,82.0,0,98115,47.6896,-122.307,1820.0,4275.0
2014-05-15,15,5,2014,525000.0,3.0,2.5,2700.0,7434.0,2.0,0,0,3,9,2700.0,0,23.0,0,98072,47.7434,-122.17399999999999,2660.0,8405.0
2014-08-22,22,8,2014,385000.0,3.0,2.25,2110.0,8000.0,2.0,0,0,3,8,2110.0,0,39.0,0,98034,47.7311,-122.204,1740.0,7270.0
2014-12-17,17,12,2014,820000.0,4.0,2.5,3720.0,8633.0,2.0,0,0,3,10,3720.0,0,15.0,0,98074,47.6085,-122.01299999999999,3515.0,9660.0
2015-04-27,27,4,2015,1305000.0,4.0,3.5,3440.0,5000.0,2.0,0,0,3,11,2560.0,880,9.0,0,98199,47.6672,-122.40899999999999,3090.0,10241.0
2014-07-29,29,7,2014,549000.0,4.0,2.25,2420.0,59800.0,1.0,0,0,4,8,1350.0,1070,29.0,0,98074,47.6206,-122.056,2160.0,17598.0
2015-02-25,25,2,2015,180000.0,3.0,1.0,1090.0,6771.0,1.5,0,0,3,7,1090.0,0,86.0,0,98106,47.5177,-122.353,1230.0,4662.0
2014-05-21,21,5,2014,589000.0,4.0,2.5,2910.0,5776.0,2.0,0,2,3,8,2910.0,0,16.0,0,98065,47.5388,-121.87,2550.0,6750.0
2015-01-27,27,1,2015,350000.0,3.0,1.0,1050.0,5518.0,1.0,0,0,3,7,1050.0,0,67.0,0,98118,47.5564,-122.27799999999999,1490.0,4269.0
2015-04-09,9,4,2015,197400.0,3.0,2.0,1610.0,7575.0,1.0,0,0,4,7,1110.0,500,50.0,0,98003,47.333999999999996,-122.3,1920.0,8400.0
2014-08-06,6,8,2014,267000.0,3.0,2.5,1760.0,6477.0,2.0,0,0,4,8,1760.0,0,28.0,0,98030,47.3731,-122.17200000000001,1890.0,6800.0
2014-10-13,13,10,2014,650000.0,4.0,2.5,2580.0,9450.0,1.0,0,0,4,8,1660.0,920,55.0,0,98125,47.703,-122.28,2060.0,9450.0
2015-02-13,13,2,2015,600000.0,2.0,1.0,1370.0,5000.0,1.5,0,0,3,7,1370.0,0,110.0,0,98107,47.6744,-122.383,1500.0,5000.0
2015-04-30,30,4,2015,490000.0,2.0,1.75,1440.0,6265.0,1.0,0,0,3,8,1440.0,0,10.0,0,98053,47.7028,-122.01299999999999,1810.0,5209.0
2014-11-21,21,11,2014,225000.0,3.0,1.0,1410.0,7700.0,1.0,0,0,3,7,980.0,430,52.0,0,98058,47.4577,-122.171,1510.0,7700.0
2014-07-03,3,7,2014,640000.0,3.0,2.25,1980.0,10115.0,1.0,0,0,3,8,1980.0,0,55.0,0,98005,47.6384,-122.17399999999999,2800.0,10143.0
2014-06-10,10,6,2014,710000.0,3.0,3.5,2440.0,3427.0,2.0,0,0,3,7,1990.0,450,14.0,0,98005,47.589,-122.165,2440.0,2601.0
2014-06-09,9,6,2014,325000.0,3.0,2.0,1350.0,11805.0,1.0,0,0,3,7,1350.0,0,28.0,0,98019,47.7313,-121.971,1350.0,14200.0
2014-07-18,18,7,2014,128750.0,3.0,1.0,880.0,7004.0,1.0,0,0,3,5,880.0,0,64.0,0,98002,47.3019,-122.21600000000001,880.0,7828.0
2014-10-17,17,10,2014,465000.0,3.0,2.25,1920.0,7300.0,1.0,0,0,3,7,1240.0,680,53.0,0,98008,47.6078,-122.12799999999999,1920.0,7700.0
2014-07-26,26,7,2014,710000.0,4.0,1.75,2700.0,7625.0,1.0,0,0,4,8,1450.0,1250,77.0,0,98115,47.6838,-122.323,1760.0,3300.0
2015-03-06,6,3,2015,605000.0,4.0,2.75,1670.0,6000.0,1.0,0,0,5,7,840.0,830,98.0,0,98136,47.5496,-122.385,1100.0,6000.0
2014-06-19,19,6,2014,489950.0,3.0,2.25,1820.0,7326.0,2.0,0,0,3,8,1820.0,0,31.0,0,98034,47.7133,-122.21700000000001,2430.0,7696.0
2014-05-06,6,5,2014,365000.0,3.0,1.5,1310.0,8160.0,1.0,0,0,3,7,1310.0,0,64.0,0,98133,47.7291,-122.339,1090.0,7560.0
2015-02-02,2,2,2015,359950.0,3.0,2.0,1790.0,7212.0,1.0,0,0,4,8,1790.0,0,17.0,0,98042,47.3898,-122.154,2330.0,7212.0
2014-09-29,29,9,2014,495000.0,4.0,2.5,2460.0,4774.0,2.0,0,0,3,8,2460.0,0,8.0,0,98059,47.4912,-122.145,2510.0,4399.0
2014-05-21,21,5,2014,255000.0,3.0,1.5,1060.0,9039.0,1.0,0,0,3,7,1060.0,0,41.0,2013,98058,47.4293,-122.15100000000001,1410.0,9515.0
2014-08-12,12,8,2014,330000.0,3.0,1.75,1340.0,10276.0,1.0,0,0,4,7,1340.0,0,53.0,0,98034,47.7207,-122.22200000000001,2950.0,7987.0
2014-07-07,7,7,2014,450000.0,3.0,1.75,1480.0,8394.0,1.0,0,0,4,8,1480.0,0,43.0,0,98052,47.6634,-122.14399999999999,1920.0,9184.0
2015-03-18,18,3,2015,655000.0,4.0,2.5,3500.0,11306.0,2.0,0,2,3,9,3500.0,0,10.0,0,98065,47.5428,-121.861,3180.0,8028.0
2015-04-21,21,4,2015,485000.0,4.0,2.75,2910.0,16362.0,1.0,0,2,4,9,2120.0,790,46.0,0,98003,47.3397,-122.322,2850.0,14904.0
2014-08-12,12,8,2014,375000.0,4.0,1.75,1940.0,15909.0,1.0,0,0,3,8,970.0,970,40.0,0,98072,47.7578,-122.094,1940.0,15120.0
2014-10-17,17,10,2014,570000.0,4.0,2.5,2280.0,4534.0,2.0,0,0,3,8,2280.0,0,11.0,0,98075,47.5902,-122.01799999999999,2246.0,4534.0
2015-04-23,23,4,2015,350000.0,3.0,2.25,1190.0,1022.0,3.0,0,0,3,8,1190.0,0,17.0,0,98103,47.6972,-122.34899999999999,1210.0,1171.0
2015-02-25,25,2,2015,550000.0,3.0,1.0,1260.0,6000.0,1.0,0,3,3,7,1260.0,0,64.0,0,98146,47.5058,-122.384,2020.0,6600.0
2014-07-31,31,7,2014,513000.0,5.0,2.0,2270.0,8652.0,1.0,0,0,3,7,1150.0,1120,49.0,0,98052,47.6692,-122.15100000000001,1950.0,8050.0
2014-12-05,5,12,2014,450000.0,4.0,2.25,1990.0,7320.0,1.0,0,0,4,7,1030.0,960,49.0,0,98126,47.5237,-122.376,1320.0,7320.0
2015-02-09,9,2,2015,432500.0,4.0,1.75,1500.0,1856.0,1.0,0,0,5,7,750.0,750,114.0,0,98144,47.5917,-122.296,1220.0,1739.0
2015-01-23,23,1,2015,480000.0,3.0,2.25,1950.0,8892.0,2.0,0,0,3,8,1950.0,0,32.0,0,98052,47.7213,-122.11,1900.0,8750.0
2014-07-28,28,7,2014,402200.0,3.0,1.75,1790.0,6980.0,1.0,0,0,3,7,1330.0,460,34.0,0,98034,47.7311,-122.226,1770.0,8081.0
2015-04-13,13,4,2015,650000.0,3.0,1.0,1520.0,10227.0,1.0,0,0,4,6,1520.0,0,64.0,0,98004,47.5872,-122.196,2710.0,10912.0
2015-04-24,24,4,2015,1199500.0,4.0,2.5,3240.0,13044.0,2.0,0,0,4,9,3240.0,0,31.0,0,98040,47.5825,-122.242,2920.0,13044.0
2014-07-28,28,7,2014,312000.0,3.0,2.0,2440.0,13250.0,1.0,0,0,4,8,1440.0,1000,37.0,0,98030,47.375,-122.227,2400.0,10650.0
2015-04-02,2,4,2015,610000.0,4.0,2.0,2220.0,5821.0,1.5,0,0,4,7,1380.0,840,99.0,0,98116,47.5723,-122.382,1850.0,5000.0
2015-03-23,23,3,2015,823000.0,5.0,1.75,2640.0,7722.0,1.5,0,0,4,7,1650.0,990,100.0,0,98117,47.6802,-122.361,1750.0,4000.0
2014-11-13,13,11,2014,471000.0,4.0,1.75,1450.0,3750.0,1.0,0,0,4,7,950.0,500,89.0,0,98105,47.6706,-122.3,1850.0,4000.0
2014-07-02,2,7,2014,481015.0,3.0,2.25,1550.0,5511.0,2.0,0,0,3,8,1550.0,0,27.0,0,98033,47.6946,-122.185,1620.0,5511.0
2014-09-23,23,9,2014,624000.0,4.0,3.25,2810.0,11250.0,1.0,0,0,3,8,1680.0,1130,34.0,0,98052,47.692,-122.09899999999999,2110.0,11250.0
2015-03-20,20,3,2015,480000.0,4.0,2.5,2080.0,7966.0,1.0,0,0,3,7,1200.0,880,45.0,0,98011,47.7393,-122.181,1920.0,7500.0
2014-07-15,15,7,2014,815000.0,3.0,1.5,1370.0,8671.0,1.0,0,0,3,7,1370.0,0,59.0,0,98004,47.6217,-122.198,1580.0,8671.0
2014-05-16,16,5,2014,180000.0,3.0,1.0,1000.0,18513.0,1.0,0,0,3,6,1000.0,0,74.0,0,98146,47.5118,-122.348,1280.0,8113.0
2015-02-17,17,2,2015,156601.0,2.0,1.75,1210.0,9750.0,1.0,0,0,3,7,1210.0,0,31.0,0,98038,47.3438,-122.037,1650.0,9750.0
2014-07-19,19,7,2014,374950.0,4.0,2.5,2790.0,4650.0,2.0,0,0,3,8,2790.0,0,10.0,0,98038,47.3557,-122.02600000000001,2850.0,4650.0
2014-05-19,19,5,2014,368000.0,2.0,1.5,1660.0,4680.0,1.0,0,0,5,6,830.0,830,106.0,0,98146,47.5134,-122.38799999999999,1930.0,5400.0
2014-12-02,2,12,2014,550000.0,3.0,2.0,1650.0,3952.0,2.0,0,0,3,7,1650.0,0,64.0,0,98103,47.6727,-122.33,1210.0,4560.0
2014-07-17,17,7,2014,198000.0,3.0,1.75,1300.0,6318.0,1.0,0,0,3,7,1300.0,0,34.0,0,98001,47.2752,-122.251,1150.0,8002.0
2014-05-13,13,5,2014,345000.0,3.0,1.75,1090.0,7200.0,1.0,0,0,3,7,1090.0,0,46.0,0,98034,47.7227,-122.179,1240.0,7200.0
2015-03-09,9,3,2015,1712750.0,5.0,2.5,2660.0,6572.0,1.0,0,0,5,9,1960.0,700,56.0,0,98039,47.6176,-122.223,3960.0,14595.0
2015-01-30,30,1,2015,185900.0,3.0,1.0,940.0,10890.0,1.0,0,0,4,5,940.0,0,106.0,0,98001,47.2763,-122.257,1370.0,10255.0
2014-06-17,17,6,2014,950000.0,3.0,2.75,2750.0,18029.0,1.0,0,2,5,9,1810.0,940,36.0,0,98006,47.5617,-122.134,2850.0,10021.0
2014-06-20,20,6,2014,995000.0,4.0,4.5,3850.0,13551.0,2.0,0,2,3,10,3000.0,850,16.0,0,98006,47.5522,-122.103,3480.0,10737.0
2014-08-02,2,8,2014,345000.0,2.0,1.0,860.0,8250.0,1.0,0,0,3,7,860.0,0,74.0,0,98133,47.7132,-122.334,1780.0,11200.0
2014-11-05,5,11,2014,741000.0,4.0,2.75,2070.0,10125.0,1.0,0,0,3,7,1390.0,680,52.0,0,98040,47.5697,-122.219,1850.0,10125.0
2014-07-09,9,7,2014,737000.0,2.0,2.25,2290.0,9772.0,1.0,0,0,3,8,2290.0,0,7.0,0,98053,47.7199,-122.025,1810.0,6077.0
2014-05-21,21,5,2014,668750.0,4.0,2.5,2340.0,6420.0,1.0,0,2,3,8,1590.0,750,50.0,0,98177,47.7728,-122.38600000000001,2110.0,10856.0
2014-07-02,2,7,2014,575000.0,3.0,1.75,2680.0,8625.0,1.0,0,0,5,8,1590.0,1090,40.0,0,98027,47.5316,-122.056,2620.0,14275.0
2014-10-17,17,10,2014,280000.0,4.0,2.0,1710.0,5440.0,1.0,0,0,5,8,1030.0,680,38.0,0,98042,47.36600000000001,-122.09299999999999,1620.0,6696.0
2014-08-04,4,8,2014,583000.0,3.0,1.5,1800.0,10050.0,1.0,0,0,3,7,1800.0,0,59.0,0,98008,47.6344,-122.126,1610.0,10050.0
2015-01-28,28,1,2015,196000.0,3.0,2.25,1510.0,9600.0,1.0,0,0,1,7,1090.0,420,49.0,0,98028,47.7758,-122.238,1870.0,10681.0
2014-05-15,15,5,2014,349950.0,3.0,2.5,1700.0,7496.0,2.0,0,0,3,8,1700.0,0,20.0,0,98055,47.431999999999995,-122.189,2280.0,7496.0
2014-12-11,11,12,2014,429000.0,4.0,1.0,1350.0,3333.0,1.5,0,0,3,7,1350.0,0,102.0,0,98107,47.6727,-122.397,1530.0,5000.0
2015-02-20,20,2,2015,270000.0,5.0,2.5,2140.0,10320.0,1.0,0,0,4,7,1330.0,810,48.0,0,98031,47.3927,-122.194,2050.0,8964.0
2014-09-09,9,9,2014,385000.0,6.0,4.0,2700.0,7416.0,1.0,0,0,3,7,1350.0,1350,45.0,0,98108,47.5525,-122.3,2260.0,5324.0
2014-09-22,22,9,2014,535000.0,1.0,1.0,920.0,5000.0,1.0,0,3,4,7,920.0,0,108.0,0,98103,47.6748,-122.352,1890.0,5000.0
2015-04-20,20,4,2015,352500.0,3.0,1.75,1500.0,10269.0,1.0,0,0,3,7,1030.0,470,57.0,0,98133,47.7672,-122.348,2090.0,10269.0
2015-03-01,1,3,2015,624000.0,3.0,1.75,1510.0,5200.0,1.0,0,0,4,7,860.0,650,93.0,0,98117,47.6864,-122.365,1650.0,4160.0
2014-12-17,17,12,2014,215000.0,5.0,1.5,1980.0,7958.0,1.5,0,0,3,7,1980.0,0,52.0,0,98058,47.4571,-122.17,1510.0,8438.0
2014-07-29,29,7,2014,440000.0,4.0,2.5,3220.0,8256.0,2.0,0,0,3,8,2610.0,610,8.0,0,98059,47.495,-122.155,2500.0,9472.0
2015-05-05,5,5,2015,518000.0,2.0,1.5,1140.0,1149.0,2.0,0,0,3,7,940.0,200,14.0,0,98122,47.6124,-122.314,1460.0,1149.0
2015-03-25,25,3,2015,259500.0,3.0,2.25,1490.0,7589.0,2.0,0,0,3,7,1490.0,0,22.0,0,98038,47.3474,-122.037,1510.0,6603.0
2014-08-18,18,8,2014,290000.0,3.0,1.0,960.0,9000.0,1.0,0,0,4,7,960.0,0,59.0,0,98006,47.5765,-122.154,1520.0,9000.0
2015-04-23,23,4,2015,385000.0,4.0,3.0,2253.0,7700.0,2.0,0,0,3,7,2253.0,0,58.0,2014,98198,47.3935,-122.3,1786.0,9052.0
2014-10-07,7,10,2014,259950.0,2.0,1.0,770.0,6542.0,1.0,0,0,3,6,770.0,0,66.0,0,98155,47.747,-122.301,1120.0,8149.0
2015-04-29,29,4,2015,330000.0,2.0,2.5,1310.0,2915.0,2.0,0,0,3,8,1310.0,0,16.0,0,98059,47.4911,-122.154,1310.0,3425.0
2014-12-19,19,12,2014,280000.0,3.0,1.0,980.0,7480.0,1.0,0,0,3,6,830.0,150,66.0,0,98106,47.5206,-122.363,1140.0,7480.0
2014-11-17,17,11,2014,925900.0,4.0,3.75,3980.0,7828.0,2.0,0,0,3,10,3980.0,0,13.0,0,98074,47.6303,-122.065,3980.0,8910.0
2014-08-08,8,8,2014,499000.0,3.0,2.25,3010.0,9600.0,2.0,0,0,3,8,2410.0,600,36.0,0,98028,47.7671,-122.26299999999999,2620.0,9660.0
2015-04-03,3,4,2015,325000.0,4.0,2.5,1830.0,7762.0,2.0,0,0,3,8,1830.0,0,22.0,0,98003,47.266999999999996,-122.31,2109.0,8966.0
2015-04-29,29,4,2015,162248.0,2.0,1.0,800.0,8960.0,1.0,0,0,4,6,800.0,0,71.0,0,98058,47.4756,-122.17399999999999,850.0,8082.0
2014-10-15,15,10,2014,1072500.0,3.0,2.25,2890.0,21480.0,2.0,0,4,3,8,1790.0,1100,73.0,1989,98146,47.5027,-122.381,2110.0,8107.0
2014-07-03,3,7,2014,430000.0,3.0,1.5,1810.0,5080.0,1.0,0,0,3,7,1030.0,780,56.0,0,98115,47.6819,-122.287,1780.0,7620.0
2015-01-29,29,1,2015,615500.0,3.0,1.5,1810.0,5080.0,1.0,0,0,3,7,1030.0,780,57.0,0,98115,47.6819,-122.287,1780.0,7620.0
2015-04-16,16,4,2015,260000.0,3.0,1.0,940.0,5650.0,1.0,0,0,3,6,940.0,0,66.0,0,98118,47.5551,-122.292,1180.0,5276.0
2014-09-24,24,9,2014,1186040.0,3.0,1.75,2550.0,6117.0,2.0,0,0,3,9,1650.0,900,63.0,2004,98122,47.6109,-122.285,2100.0,4967.0
2014-11-20,20,11,2014,749950.0,4.0,2.5,2370.0,2971.0,2.0,0,2,3,9,2080.0,290,6.0,0,98034,47.7064,-122.22399999999999,2970.0,7500.0
2014-06-18,18,6,2014,175000.0,6.0,1.0,1370.0,5080.0,1.5,0,0,3,6,1120.0,250,83.0,0,98106,47.5238,-122.35,1020.0,5080.0
2015-01-20,20,1,2015,415000.0,6.0,1.0,1370.0,5080.0,1.5,0,0,3,6,1120.0,250,84.0,0,98106,47.5238,-122.35,1020.0,5080.0
2014-11-19,19,11,2014,190000.0,3.0,1.0,1200.0,8316.0,1.0,0,0,4,6,1200.0,0,61.0,0,98002,47.3231,-122.215,1250.0,8316.0
2015-04-17,17,4,2015,625000.0,3.0,1.75,2100.0,3264.0,1.5,0,0,5,7,1350.0,750,103.0,0,98107,47.6702,-122.36399999999999,1720.0,3750.0
2014-08-26,26,8,2014,420000.0,3.0,2.25,2020.0,21010.0,2.0,0,0,3,7,2020.0,0,19.0,0,98014,47.6988,-121.915,1850.0,18151.0
2015-04-16,16,4,2015,339900.0,4.0,1.5,1570.0,9210.0,1.0,0,2,3,7,1400.0,170,50.0,0,98030,47.3864,-122.22,2326.0,9210.0
2015-04-27,27,4,2015,160000.0,2.0,1.0,1140.0,23030.0,1.0,0,0,3,8,1140.0,0,35.0,0,98028,47.7637,-122.266,1850.0,14260.0
2014-12-15,15,12,2014,353000.0,4.0,2.5,1830.0,5331.0,2.0,0,0,3,7,1830.0,0,12.0,0,98038,47.3557,-122.016,1830.0,5175.0
2015-02-06,6,2,2015,390000.0,3.0,2.0,1010.0,14183.0,1.0,0,0,3,8,1010.0,0,33.0,0,98074,47.6232,-122.04299999999999,1750.0,11700.0
2015-03-05,5,3,2015,675000.0,4.0,2.5,1770.0,9858.0,1.0,0,2,3,8,1770.0,0,44.0,0,98155,47.7382,-122.287,2470.0,9858.0
2015-03-13,13,3,2015,400000.0,3.0,2.5,2120.0,3757.0,2.0,0,0,3,7,2120.0,0,9.0,0,98059,47.4787,-122.12799999999999,2230.0,4103.0
2014-06-26,26,6,2014,1340000.0,4.0,3.5,3190.0,5040.0,2.0,0,3,3,10,2160.0,1030,11.0,0,98144,47.5928,-122.29,2390.0,4800.0
2015-02-09,9,2,2015,1650000.0,4.0,2.5,2780.0,11904.0,1.0,0,1,5,8,1730.0,1050,64.0,0,98004,47.6209,-122.21600000000001,3590.0,13860.0
2014-08-25,25,8,2014,1000000.0,5.0,3.0,3350.0,9450.0,2.0,0,0,5,8,2180.0,1170,102.0,1980,98103,47.6705,-122.34,2660.0,4500.0
2014-06-18,18,6,2014,850000.0,5.0,3.5,3450.0,28324.0,1.0,0,0,5,8,2350.0,1100,42.0,0,98033,47.6991,-122.196,2640.0,14978.0
2014-07-15,15,7,2014,275000.0,3.0,1.5,1060.0,6954.0,1.0,0,0,4,6,1060.0,0,31.0,0,98106,47.5498,-122.355,1560.0,6954.0
2014-08-13,13,8,2014,450000.0,3.0,2.5,1670.0,2589.0,2.0,0,0,3,8,1670.0,0,14.0,0,98027,47.5314,-122.04700000000001,1670.0,2897.0
2014-11-13,13,11,2014,305000.0,4.0,1.75,2251.0,12731.0,1.0,0,1,4,8,1390.0,861,57.0,0,98003,47.3369,-122.32,2520.0,12539.0
2014-09-02,2,9,2014,643002.0,3.0,2.5,1770.0,3744.0,1.5,0,0,3,7,1270.0,500,85.0,0,98117,47.6807,-122.36399999999999,1400.0,4680.0
2015-04-13,13,4,2015,468000.0,2.0,1.75,1510.0,4500.0,1.0,0,0,3,8,1510.0,0,37.0,0,98052,47.6644,-122.13,1740.0,6000.0
2015-02-20,20,2,2015,324950.0,4.0,2.5,1770.0,5000.0,2.0,0,0,3,7,1770.0,0,11.0,0,98038,47.3506,-122.006,2080.0,5100.0
2015-03-26,26,3,2015,290000.0,3.0,2.0,1260.0,7346.0,1.0,0,0,3,7,1260.0,0,28.0,0,98031,47.4034,-122.176,1460.0,7363.0
2015-04-29,29,4,2015,488500.0,3.0,2.0,1710.0,10959.0,1.0,0,0,4,7,1030.0,680,34.0,0,98033,47.696999999999996,-122.199,1710.0,10498.0
2014-08-13,13,8,2014,367950.0,3.0,1.75,2290.0,8234.0,1.0,0,0,4,7,1250.0,1040,64.0,0,98133,47.7611,-122.351,1660.0,7200.0
2015-02-20,20,2,2015,285000.0,2.0,1.0,790.0,6555.0,1.0,0,0,2,6,790.0,0,59.0,0,98146,47.5015,-122.35,1440.0,7601.0
2015-04-22,22,4,2015,1550000.0,4.0,4.0,5280.0,17677.0,2.0,0,3,3,11,3220.0,2060,37.0,0,98040,47.5323,-122.238,3470.0,17474.0
2015-04-28,28,4,2015,380000.0,3.0,2.5,2390.0,8102.0,2.0,0,0,4,8,2390.0,0,29.0,0,98058,47.4378,-122.16,2310.0,8606.0
2014-11-16,16,11,2014,336500.0,4.0,2.5,2500.0,5264.0,2.0,0,0,3,7,2500.0,0,11.0,0,98038,47.3853,-122.02799999999999,1960.0,5250.0
2015-02-18,18,2,2015,685000.0,4.0,2.0,2290.0,6000.0,1.5,0,3,5,7,2290.0,0,115.0,0,98115,47.6807,-122.318,2000.0,3150.0
2014-12-11,11,12,2014,670000.0,3.0,1.0,1600.0,16868.0,1.0,0,1,3,7,990.0,610,68.0,0,98040,47.5872,-122.241,2600.0,12735.0
2014-06-16,16,6,2014,524000.0,2.0,1.0,1120.0,2000.0,1.5,0,0,3,7,1120.0,0,104.0,0,98109,47.6454,-122.354,1500.0,4000.0
2014-12-11,11,12,2014,172000.0,3.0,1.0,1340.0,10260.0,1.0,0,0,3,7,1340.0,0,46.0,0,98003,47.3173,-122.31700000000001,1250.0,8775.0
2014-06-19,19,6,2014,680000.0,6.0,2.0,1670.0,3000.0,1.0,0,0,5,7,900.0,770,103.0,0,98105,47.6637,-122.316,1330.0,1099.0
2014-08-28,28,8,2014,107000.0,3.0,1.5,910.0,5120.0,1.0,0,0,3,6,910.0,0,41.0,0,98106,47.5238,-122.35600000000001,1410.0,5132.0
2014-12-02,2,12,2014,232900.0,3.0,1.5,910.0,5120.0,1.0,0,0,3,6,910.0,0,41.0,0,98106,47.5238,-122.35600000000001,1410.0,5132.0
2015-01-12,12,1,2015,800000.0,4.0,3.5,2370.0,3302.0,2.0,0,0,3,8,1610.0,760,89.0,2014,98103,47.684,-122.34100000000001,2170.0,3800.0
2015-03-27,27,3,2015,248500.0,2.0,1.5,880.0,1498.0,2.0,0,0,3,7,880.0,0,16.0,0,98133,47.7063,-122.34200000000001,880.0,5060.0
2014-06-12,12,6,2014,670000.0,3.0,2.5,2050.0,6420.0,1.0,0,3,3,8,1730.0,320,58.0,0,98116,47.5708,-122.405,2370.0,7620.0
2014-11-03,3,11,2014,164000.0,3.0,1.0,1070.0,8250.0,1.0,0,0,3,7,1070.0,0,53.0,0,98092,47.2899,-122.19200000000001,1190.0,8250.0
2015-02-17,17,2,2015,570500.0,2.0,1.0,1380.0,1800.0,2.0,0,0,3,7,1080.0,300,61.0,0,98119,47.6416,-122.361,1600.0,3600.0
2014-06-25,25,6,2014,599990.0,3.0,2.25,2680.0,9162.0,1.0,0,0,3,8,1570.0,1110,36.0,0,98027,47.5683,-122.09100000000001,2480.0,8261.0
2014-10-06,6,10,2014,395000.0,5.0,1.75,2100.0,9599.0,1.0,0,0,3,7,1060.0,1040,53.0,0,98034,47.7097,-122.21600000000001,1680.0,10712.0
2014-09-29,29,9,2014,207000.0,3.0,1.0,920.0,5546.0,1.0,0,0,2,6,920.0,0,86.0,0,98125,47.7114,-122.28399999999999,1300.0,5546.0
2015-01-12,12,1,2015,237000.0,3.0,1.0,920.0,5546.0,1.0,0,0,2,6,920.0,0,87.0,0,98125,47.7114,-122.28399999999999,1300.0,5546.0
2015-04-10,10,4,2015,650100.0,2.0,1.0,1750.0,60872.0,1.0,0,0,4,7,1180.0,570,42.0,0,98075,47.5946,-122.006,2480.0,5425.0
2014-12-01,1,12,2014,385000.0,4.0,2.5,1950.0,7350.0,1.0,0,0,3,7,1150.0,800,51.0,0,98052,47.656000000000006,-122.134,2050.0,9068.0
2014-08-13,13,8,2014,335000.0,2.0,1.75,1660.0,11437.0,2.0,0,0,3,7,1660.0,0,56.0,1992,98146,47.4899,-122.339,1290.0,7860.0
2014-05-24,24,5,2014,347000.0,4.0,1.5,2670.0,10026.0,2.0,0,0,3,8,2670.0,0,18.0,0,98092,47.2659,-122.215,2420.0,11900.0
2015-03-26,26,3,2015,204000.0,3.0,1.0,980.0,8000.0,1.0,0,0,4,6,980.0,0,61.0,0,98198,47.42,-122.31700000000001,1240.0,8000.0
2015-05-07,7,5,2015,615000.0,4.0,2.25,1780.0,10260.0,2.0,0,0,3,8,1780.0,0,44.0,0,98052,47.6647,-122.14200000000001,2360.0,10080.0
2014-10-28,28,10,2014,943500.0,3.0,2.25,2370.0,10890.0,2.0,0,0,4,7,2370.0,0,34.0,0,98004,47.5827,-122.197,2370.0,9514.0
2015-04-23,23,4,2015,560000.0,3.0,2.0,1640.0,7333.0,1.0,0,0,4,7,1020.0,620,74.0,0,98108,47.5636,-122.316,2130.0,4933.0
2015-04-07,7,4,2015,547500.0,4.0,2.5,2610.0,7254.0,1.0,0,0,2,8,1610.0,1000,40.0,0,98006,47.5618,-122.176,2250.0,7407.0
2014-10-10,10,10,2014,359500.0,4.0,1.75,2030.0,7210.0,1.0,0,0,3,7,1450.0,580,46.0,0,98059,47.5067,-122.164,1750.0,8387.0
2014-05-23,23,5,2014,258000.0,3.0,1.75,1620.0,7540.0,1.0,0,0,3,7,1310.0,310,26.0,0,98038,47.3635,-122.052,1580.0,7540.0
2014-06-27,27,6,2014,355000.0,3.0,1.75,2040.0,22693.0,1.0,0,0,4,8,2040.0,0,34.0,0,98042,47.3519,-122.14,1950.0,6280.0
2014-06-06,6,6,2014,253500.0,2.0,1.0,810.0,4800.0,1.0,0,0,3,7,810.0,0,66.0,0,98126,47.5232,-122.375,1240.0,7740.0
2015-04-15,15,4,2015,422500.0,3.0,1.0,1270.0,8920.0,1.0,0,0,5,7,1270.0,0,46.0,0,98056,47.534,-122.17200000000001,1590.0,8589.0
2014-11-13,13,11,2014,239000.0,2.0,2.0,1470.0,2052.0,1.5,0,0,3,7,1470.0,0,28.0,0,98003,47.3086,-122.32799999999999,1470.0,2052.0
2015-04-03,3,4,2015,628000.0,3.0,2.25,1720.0,8521.0,1.0,0,0,4,7,1140.0,580,31.0,0,98033,47.6882,-122.184,1530.0,8692.0
2015-03-10,10,3,2015,352000.0,2.0,2.5,1320.0,1957.0,1.0,0,0,3,8,660.0,660,11.0,0,98106,47.5364,-122.365,1420.0,2198.0
2015-02-03,3,2,2015,311600.0,3.0,2.25,1358.0,1196.0,3.0,0,0,3,7,1358.0,0,8.0,0,98133,47.7052,-122.346,1358.0,1196.0
2014-10-09,9,10,2014,235000.0,4.0,1.5,2070.0,7245.0,1.0,0,0,4,7,1060.0,1010,50.0,0,98001,47.3417,-122.281,1450.0,7350.0
2014-08-11,11,8,2014,870000.0,5.0,2.25,2910.0,9525.0,2.0,0,0,4,9,2910.0,0,46.0,0,98040,47.5633,-122.21799999999999,2740.0,9525.0
2015-03-19,19,3,2015,190848.0,4.0,1.5,1370.0,7904.0,1.0,0,0,3,7,900.0,470,45.0,0,98001,47.3344,-122.28,1370.0,7900.0
